id,number,title,created_at,updated_at,closed_at,state,comments_count,labels,user_login,is_pull_request,body_length,html_url
119840302,2912,Question mark eaten from request URL if no params specified,2015-12-02T00:30:13Z,2017-10-21T12:30:07Z,2017-05-11T22:36:57Z,closed,22,"Feature Request,Planned,Breaking API Change",mloskot,False,762,https://github.com/psf/requests/issues/2912
119841152,2913,If socket is none requests started creating a new connection,2015-12-02T00:37:21Z,2016-04-20T13:24:46Z,2015-12-02T08:08:58Z,closed,7,,vkosuri,False,1171,https://github.com/psf/requests/issues/2913
119928744,2914,"Upgrade urllib3 to overcome Error: [('SSL routines', 'SSL3_WRITE_PENDING', 'bad write retry')]",2015-12-02T12:13:48Z,2021-09-08T20:00:57Z,2015-12-02T12:16:59Z,closed,5,,nkhalasi,False,2116,https://github.com/psf/requests/issues/2914
120354789,2915,Switch to alabaster sphinx theme in the docs,2015-12-04T08:22:53Z,2021-09-08T05:01:04Z,2016-01-15T23:35:03Z,closed,20,,ArcTanSusan,True,376,https://github.com/psf/requests/pull/2915
120522857,2916,HTTPDigestAuth: Empty qop header in server challenge results in Authorization: None,2015-12-05T02:22:21Z,2021-09-08T20:00:59Z,2015-12-06T04:48:52Z,closed,4,,matt-jordan,False,2108,https://github.com/psf/requests/issues/2916
120569330,2917,requests/auth: Handle an empty 'qop' attribute in an Authenticate challenge,2015-12-05T16:21:42Z,2021-09-08T05:01:10Z,2015-12-06T04:48:52Z,closed,5,,matt-jordan,True,742,https://github.com/psf/requests/pull/2917
120598566,2918,Wrong content type on request.head() only,2015-12-06T00:42:32Z,2021-09-08T20:00:59Z,2015-12-06T02:16:01Z,closed,2,,bestofothers,False,731,https://github.com/psf/requests/issues/2918
120694413,2919,[DRAFT] WIP in finding a solution to data encoding check,2015-12-07T04:10:39Z,2021-09-08T04:01:09Z,2016-04-06T19:13:48Z,closed,2,,ArcTanSusan,True,208,https://github.com/psf/requests/pull/2919
120875099,2920,POST to S3 Bucket Returning 403,2015-12-07T21:45:21Z,2021-09-08T20:00:58Z,2015-12-07T23:40:47Z,closed,17,,JKulakofsky,False,1415,https://github.com/psf/requests/issues/2920
121055364,2921,Non-descript error: Gevent + Connection Pooling + SSL,2015-12-08T17:19:07Z,2021-09-08T18:00:56Z,2016-04-16T00:05:16Z,closed,7,,jgoldberg,False,1536,https://github.com/psf/requests/issues/2921
121229016,2922,"Feature: please add a ""status"" field to response object which confirms to PEP 0333",2015-12-09T12:44:12Z,2021-09-08T20:00:58Z,2015-12-09T12:47:23Z,closed,5,,et304383,False,1050,https://github.com/psf/requests/issues/2922
121284960,2923,Add hint to :param verify.,2015-12-09T16:27:44Z,2021-09-08T05:01:10Z,2015-12-09T16:33:09Z,closed,1,,bsamek,True,246,https://github.com/psf/requests/pull/2923
121574861,2924,Connections not recycled when stream=True and body not consumed,2015-12-10T20:53:14Z,2021-09-08T20:00:57Z,2015-12-10T21:10:21Z,closed,1,,mirosval,False,385,https://github.com/psf/requests/issues/2924
121766203,2925,Deadlock caused by local import in different thread.,2015-12-11T18:35:38Z,2025-05-21T00:05:16Z,2024-05-20T14:35:55Z,closed,16,"Bug,Planned",guojh,False,2028,https://github.com/psf/requests/issues/2925
121768348,2926,Refactor default params,2015-12-11T18:48:38Z,2021-09-08T05:01:09Z,2015-12-11T22:13:53Z,closed,7,,bsamek,True,203,https://github.com/psf/requests/pull/2926
122287925,2927,Prepare 2.9.0 release.,2015-12-15T14:48:11Z,2021-09-08T05:01:09Z,2015-12-15T15:26:56Z,closed,4,,Lukasa,True,83,https://github.com/psf/requests/pull/2927
122306527,2928,make setup.py upload happy,2015-12-15T16:10:53Z,2021-09-08T05:01:09Z,2015-12-15T17:22:06Z,closed,4,,heni,True,107,https://github.com/psf/requests/pull/2928
122504590,2929,Uploading packages via twine fails,2015-12-16T13:35:53Z,2021-09-08T20:00:56Z,2015-12-16T18:09:42Z,closed,3,,nrvnrvn,False,200,https://github.com/psf/requests/issues/2929
122521389,2930,Request with binary payload fails due to calling to_native_string,2015-12-16T14:55:08Z,2021-09-08T20:00:57Z,2015-12-16T15:20:26Z,closed,0,,untitaker,False,204,https://github.com/psf/requests/issues/2930
122521762,2931,Fix regression from #2844 regarding binary bodies.,2015-12-16T14:57:00Z,2021-09-08T05:01:08Z,2015-12-16T15:20:26Z,closed,5,,Lukasa,True,16,https://github.com/psf/requests/pull/2931
122560251,2932,PyPI doesn't know about python 3 support,2015-12-16T17:26:32Z,2021-09-08T20:00:56Z,2015-12-16T17:34:29Z,closed,1,,mrterry,False,338,https://github.com/psf/requests/issues/2932
122599228,2933,Problem with bytes body in request 2.9 in Py 3.5,2015-12-16T20:55:44Z,2021-09-08T20:00:55Z,2015-12-16T21:19:07Z,closed,2,,lmazuel,False,1763,https://github.com/psf/requests/issues/2933
122744855,2934,DigestAuth doesn't re-auth with provided WWW-Authenticate,2015-12-17T14:29:27Z,2021-09-08T20:00:55Z,2015-12-17T16:02:04Z,closed,2,,yarikoptic,False,4293,https://github.com/psf/requests/issues/2934
122853114,2935,KeyError in connectionpool?,2015-12-18T00:38:06Z,2021-09-08T19:00:30Z,2016-03-09T08:17:03Z,closed,44,"Bug,Needs More Information",Kronuz,False,1321,https://github.com/psf/requests/issues/2935
122911202,2936,Handle bytes and unicode URLs for netloc,2015-12-18T09:23:48Z,2021-09-08T05:01:08Z,2015-12-19T17:34:34Z,closed,1,,Lukasa,True,388,https://github.com/psf/requests/pull/2936
122917318,2937,Release 2.9.1,2015-12-18T09:56:33Z,2021-09-08T05:01:07Z,2015-12-21T14:51:21Z,closed,16,Ready To Merge,Lukasa,True,302,https://github.com/psf/requests/pull/2937
123062910,2938,Unicode decode error with PATCH request,2015-12-19T05:06:23Z,2021-09-08T20:00:54Z,2015-12-19T08:39:01Z,closed,1,,scossu,False,1615,https://github.com/psf/requests/issues/2938
123086277,2939,Multiple Location headers in response are concatenated,2015-12-19T13:50:05Z,2021-09-08T15:00:54Z,2016-09-06T00:07:12Z,closed,28,,L2501,False,311,https://github.com/psf/requests/issues/2939
123109372,2940,Add response.closed attribute,2015-12-19T20:35:13Z,2021-09-08T20:00:54Z,2015-12-21T11:54:38Z,closed,4,,vitorbaptista,False,353,https://github.com/psf/requests/issues/2940
123151294,2941,COC?,2015-12-20T10:12:16Z,2021-09-08T20:00:54Z,2015-12-20T11:55:10Z,closed,1,,alison985,False,87,https://github.com/psf/requests/issues/2941
123200656,2942,How to POST a very Big file with 'chunk' mode?,2015-12-21T02:49:02Z,2021-09-08T20:00:53Z,2015-12-21T09:49:27Z,closed,3,,jchluo,False,392,https://github.com/psf/requests/issues/2942
123200811,2943,Add json parameter to put methods,2015-12-21T02:50:21Z,2021-09-08T20:00:53Z,2015-12-21T16:57:50Z,closed,2,,ibuchanan,False,343,https://github.com/psf/requests/issues/2943
123201647,2944,Clarification of .netrc and auth= precedence,2015-12-21T03:00:40Z,2021-09-08T05:01:08Z,2015-12-21T03:01:15Z,closed,0,,ibnIrshad,True,99,https://github.com/psf/requests/pull/2944
123316909,2945,Docs: clarify the precedence of `auth=` over `netrc`,2015-12-21T16:57:08Z,2021-09-08T05:01:07Z,2015-12-21T18:49:52Z,closed,1,,ibnIrshad,True,281,https://github.com/psf/requests/pull/2945
123902291,2946,getting unexpected output,2015-12-26T00:44:53Z,2021-09-08T20:00:51Z,2015-12-26T11:30:11Z,closed,3,,L1ghtn1ng,False,1472,https://github.com/psf/requests/issues/2946
124023695,2947,No protection against line breaks in header values,2015-12-28T06:17:25Z,2021-09-08T15:00:54Z,2016-09-06T00:07:58Z,closed,10,,dsavenko,False,432,https://github.com/psf/requests/issues/2947
124080084,2948,"advanced: use ""client.*"" to designate client certificate",2015-12-28T15:22:45Z,2021-09-08T05:01:06Z,2015-12-28T15:58:54Z,closed,1,,vincentbernat,True,205,https://github.com/psf/requests/pull/2948
124130987,2949,Session's Authorization header isn't sent on redirect,2015-12-28T21:44:14Z,2021-12-07T23:00:27Z,2021-09-08T22:43:04Z,closed,37,Bug,jwineinger,False,1572,https://github.com/psf/requests/issues/2949
124181847,2950,Unable to upload chunks to Flask,2015-12-29T08:46:10Z,2015-12-31T14:26:03Z,2015-12-29T13:35:40Z,closed,32,,johaven,False,140,https://github.com/psf/requests/issues/2950
124191541,2951,TypeError: unsupported operand type(s) for -=: 'unicode' and 'int',2015-12-29T10:22:09Z,2021-09-08T20:00:51Z,2015-12-29T18:30:34Z,closed,11,,vkosuri,False,1403,https://github.com/psf/requests/issues/2951
124273309,2952,Discard 0-byte chunks from request body iterators,2015-12-29T21:51:44Z,2021-09-08T05:01:06Z,2015-12-29T22:06:16Z,closed,1,,tipabu,True,696,https://github.com/psf/requests/pull/2952
124332472,2953,SOCKS Proxy Support,2015-12-30T10:46:50Z,2021-09-08T04:01:02Z,2016-04-29T22:03:04Z,closed,27,,Lukasa,True,554,https://github.com/psf/requests/pull/2953
124339435,2954,HTTPS verification for Let's Encrypt certificates,2015-12-30T12:01:29Z,2021-09-08T20:00:50Z,2015-12-30T12:04:52Z,closed,1,,yhorian,False,910,https://github.com/psf/requests/issues/2954
124341446,2955,Issue with Lets Encrypt certificates,2015-12-30T12:24:20Z,2021-09-08T18:00:40Z,2015-12-30T13:12:57Z,closed,13,,yhorian,False,958,https://github.com/psf/requests/issues/2955
124484256,2956,API feature - POST request to HTML element by id,2015-12-31T16:29:29Z,2021-09-08T20:00:49Z,2015-12-31T18:16:37Z,closed,1,,aewhatley,False,351,https://github.com/psf/requests/issues/2956
124580502,2957,Persistent Connection suffer from delay of Nagle,2016-01-02T08:00:31Z,2021-09-08T20:00:49Z,2016-01-02T10:53:27Z,closed,5,,zhangi,False,594,https://github.com/psf/requests/issues/2957
124792493,2958,Add equality functions for authentication handlers,2016-01-04T16:39:11Z,2021-09-08T05:01:02Z,2016-01-30T03:08:26Z,closed,8,,Malizor,True,338,https://github.com/psf/requests/pull/2958
124929466,2959,"CERTIFICATE_VERIFY_FAILED with python-requests 2.8.1 and curl, but works in browsers",2016-01-05T09:43:27Z,2021-09-08T20:00:49Z,2016-01-05T10:13:19Z,closed,2,,progval,False,6101,https://github.com/psf/requests/issues/2959
125000851,2960,"Rename {Missing,Invalid}Schema to *Scheme",2016-01-05T16:30:37Z,2021-09-08T05:01:06Z,2016-01-05T17:15:13Z,closed,3,"Breaking API Change,Do Not Merge",chadwhitacre,True,388,https://github.com/psf/requests/pull/2960
125011663,2961,"Rename {Missing,Invalid}Schema to *Scheme",2016-01-05T17:22:26Z,2021-09-08T05:01:05Z,2016-01-05T17:23:21Z,closed,7,,chadwhitacre,True,462,https://github.com/psf/requests/pull/2961
125270260,2962,Stay in a queue,2016-01-06T21:44:02Z,2021-09-08T20:00:48Z,2016-01-06T23:13:45Z,closed,3,,Djokx,False,754,https://github.com/psf/requests/issues/2962
125295072,2963,ResourceWarning still triggered when warnings enabled,2016-01-07T00:25:14Z,2021-09-08T20:00:47Z,2016-01-07T11:04:50Z,closed,10,,anarcat,False,3597,https://github.com/psf/requests/issues/2963
125830552,2964,Python 3.5 : AttributeError: 'socket' object has no attribute 'getpeercert',2016-01-10T16:48:25Z,2021-09-08T05:01:05Z,2016-01-10T16:50:18Z,closed,1,,FabriceSalvaire,True,1577,https://github.com/psf/requests/pull/2964
125929971,2965,HTTPAdapter ignored,2016-01-11T12:11:55Z,2021-09-08T20:00:48Z,2016-01-11T12:13:40Z,closed,4,,swmerko,False,1512,https://github.com/psf/requests/issues/2965
125993142,2966,Consider using system trust stores by default in 3.0.0.,2016-01-11T17:15:47Z,2025-05-20T00:05:04Z,2024-05-19T18:35:47Z,closed,211,"Please Review,Question/Not a bug,Needs More Information",Lukasa,False,1624,https://github.com/psf/requests/issues/2966
126214154,2967,SSL-Client-Certificate and Subject Alternative Names,2016-01-12T16:14:02Z,2021-09-08T20:00:47Z,2016-01-12T18:08:10Z,closed,4,,felskrone,False,928,https://github.com/psf/requests/issues/2967
126354819,2968,how can i use keystore file in request?,2016-01-13T06:48:21Z,2021-09-08T20:00:47Z,2016-01-13T08:16:17Z,closed,1,,vinsia,False,106,https://github.com/psf/requests/issues/2968
126671871,2969,Cut a release to match urllib3-1.14?,2016-01-14T15:03:07Z,2021-09-08T16:00:36Z,2016-08-05T07:49:39Z,closed,12,,ralphbean,False,362,https://github.com/psf/requests/issues/2969
126712324,2970,Rebase to 2.9.1 changes,2016-01-14T18:02:38Z,2021-09-08T04:01:02Z,2016-01-21T19:58:26Z,closed,1,,hwms,True,112,https://github.com/psf/requests/pull/2970
127079968,2971,SSL error: bad handshake,2016-01-17T07:30:44Z,2021-09-08T19:00:40Z,2016-01-19T19:32:41Z,closed,2,,Mohammed-Aadil,False,1403,https://github.com/psf/requests/issues/2971
127576727,2972,Return request & response with TooManyRedirects,2016-01-20T00:53:26Z,2021-09-08T05:01:03Z,2016-01-21T23:01:58Z,closed,6,,munro,True,355,https://github.com/psf/requests/pull/2972
127687147,2973,Stop falling back to distutils in setup.py,2016-01-20T13:53:40Z,2021-09-08T05:01:04Z,2016-01-20T13:54:58Z,closed,2,,sigmavirus24,True,227,https://github.com/psf/requests/pull/2973
127714446,2974,Response encoding defaulting to ISO-8859-1,2016-01-20T15:59:55Z,2021-09-08T19:00:39Z,2016-01-20T16:04:35Z,closed,1,,eskerda,False,1029,https://github.com/psf/requests/issues/2974
127923191,2975,Why retry doesn't work on sesson.post method,2016-01-21T13:23:15Z,2021-09-08T19:00:39Z,2016-01-21T13:29:33Z,closed,7,,demonguy,False,181,https://github.com/psf/requests/issues/2975
128077424,2976,Fix api doc of debug logging for Python 3,2016-01-22T03:48:40Z,2021-09-08T05:01:03Z,2016-01-22T07:12:01Z,closed,3,,shoma,True,35,https://github.com/psf/requests/pull/2976
128412088,2977,JSON-ROA data ignored,2016-01-24T17:29:44Z,2021-09-08T19:00:39Z,2016-01-24T17:50:40Z,closed,4,,birk,False,599,https://github.com/psf/requests/issues/2977
128419712,2978,Inconsistent behaviour with https between urllib3 and requestsion. ,2016-01-24T19:41:01Z,2021-09-08T16:00:35Z,2016-08-05T07:49:52Z,closed,9,,jorourke,False,2179,https://github.com/psf/requests/issues/2978
128423683,2979,JSON content type for PUT method,2016-01-24T20:39:05Z,2021-09-08T19:00:38Z,2016-01-24T20:53:58Z,closed,1,,Neraste,False,248,https://github.com/psf/requests/issues/2979
128481273,2980,request question,2016-01-25T07:46:14Z,2021-09-08T19:00:38Z,2016-01-25T08:06:50Z,closed,1,,rfyiamcool,False,115,https://github.com/psf/requests/issues/2980
129122256,2981,Warn about encrypted keys in the docs.,2016-01-27T11:57:13Z,2021-09-08T05:01:03Z,2016-01-27T16:19:27Z,closed,1,,Lukasa,True,23,https://github.com/psf/requests/pull/2981
129265819,2982,"Error 404 for url, that contains relative path parts",2016-01-27T20:55:05Z,2025-05-21T00:05:19Z,2024-05-20T14:34:59Z,closed,39,Breaking API Change,Lol4t0,False,294,https://github.com/psf/requests/issues/2982
129640029,2983,First line of uploading files disappears.,2016-01-29T01:56:38Z,2021-09-08T19:00:37Z,2016-01-29T17:24:35Z,closed,3,,amdei,False,847,https://github.com/psf/requests/issues/2983
129912566,2984,Remove int type on HTTPAdapter's max_retries argument doc,2016-01-29T23:41:23Z,2021-09-08T05:00:59Z,2016-01-30T02:59:04Z,closed,1,,carsonyl,True,402,https://github.com/psf/requests/pull/2984
129987754,2985,"Fixed markup for/rendering of list in section ""Custom Headers"".",2016-01-30T13:45:23Z,2021-09-08T05:01:01Z,2016-01-30T14:00:14Z,closed,2,,homeworkprod,True,0,https://github.com/psf/requests/pull/2985
130024126,2986,Fix syntax error,2016-01-30T18:56:10Z,2021-09-08T05:00:59Z,2016-01-30T19:14:20Z,closed,2,,untitaker,True,0,https://github.com/psf/requests/pull/2986
130101833,2987,Enhanced form-data serialization,2016-01-31T08:41:47Z,2025-05-21T00:05:10Z,2024-05-20T14:36:27Z,closed,8,,kennethreitz,False,203,https://github.com/psf/requests/issues/2987
130289799,2988,Proxy bypass detection could add delay of ~4.5 seconds to each request ,2016-02-01T08:16:17Z,2021-09-08T11:00:35Z,2017-03-04T14:53:00Z,closed,27,"Feature Request,Contributor Friendly",schlamar,False,564,https://github.com/psf/requests/issues/2988
130462974,2989,Any idea if it would be possible to use something like oscrypto instead of the bundled SSL lib for HTTPS?,2016-02-01T19:46:29Z,2021-09-08T19:00:34Z,2016-02-10T08:47:09Z,closed,4,,danechitoaie,False,374,https://github.com/psf/requests/issues/2989
130479500,2990,Consider simplifying Session.resolve_redirects,2016-02-01T20:52:02Z,2021-09-08T19:00:36Z,2016-02-02T06:44:36Z,closed,3,Breaking API Change,kennethreitz,False,428,https://github.com/psf/requests/issues/2990
130677837,2991,[WIP] Test suite refactoring,2016-02-02T13:04:14Z,2021-09-08T05:00:58Z,2016-02-03T08:26:27Z,closed,5,,Stranger6667,True,2325,https://github.com/psf/requests/pull/2991
131049763,2992,Use TTLCache to cache proxy_bypass.,2016-02-03T14:59:15Z,2021-09-07T00:06:36Z,2017-02-10T17:19:47Z,closed,18,,lazywei,True,170,https://github.com/psf/requests/pull/2992
131107460,2993,Changes to support sending a complete response object when 407 errors…,2016-02-03T18:08:43Z,2021-09-08T05:00:58Z,2016-02-03T18:10:24Z,closed,3,,angelcaido19,True,1265,https://github.com/psf/requests/pull/2993
131140637,2994,Fixed test execution.,2016-02-03T20:20:08Z,2021-09-08T05:00:58Z,2016-02-03T20:53:08Z,closed,1,,Stranger6667,True,31,https://github.com/psf/requests/pull/2994
131486326,2995,SSL Get Server Certificate Error,2016-02-04T22:02:03Z,2021-09-08T19:00:36Z,2016-02-04T22:05:37Z,closed,1,,ghost,False,1966,https://github.com/psf/requests/issues/2995
131638696,2996,Added tests module,2016-02-05T13:01:41Z,2021-09-08T05:00:57Z,2016-02-05T20:54:25Z,closed,4,,Stranger6667,True,650,https://github.com/psf/requests/pull/2996
131736140,2997,allow_redirects=True for one get affects the next one,2016-02-05T19:41:55Z,2021-09-08T19:00:36Z,2016-02-05T22:53:55Z,closed,7,Bug,yarikoptic,False,938,https://github.com/psf/requests/issues/2997
131786503,2998,Requests default to environment CA even when there's a session-set CA,2016-02-05T23:16:51Z,2021-09-08T19:00:34Z,2016-02-10T08:46:49Z,closed,4,Bug,jcmcken,False,1169,https://github.com/psf/requests/issues/2998
131995844,2999,URL-encoded boolean parameter passed as ?foo=True instead of ?foo=1,2016-02-07T18:34:30Z,2021-09-08T19:00:35Z,2016-02-07T19:48:24Z,closed,2,,FlyingLotus1983,False,739,https://github.com/psf/requests/issues/2999
132283591,3000,Problem with Content-Lenght is missing,2016-02-08T23:11:45Z,2021-09-08T19:00:35Z,2016-02-08T23:37:19Z,closed,6,,victor1969,False,141,https://github.com/psf/requests/issues/3000
132501201,3001,Multipart mixed responses generate warnings,2016-02-09T18:57:40Z,2021-09-08T19:00:35Z,2016-02-09T19:17:12Z,closed,1,,ndw,False,2288,https://github.com/psf/requests/issues/3001
132525007,3002,Request via IPv6 ip result in a broken Host header,2016-02-09T20:30:32Z,2021-09-08T16:00:35Z,2016-08-05T07:51:40Z,closed,27,,pneumaticdeath,False,314,https://github.com/psf/requests/issues/3002
132563476,3003,Added pprint() function to Response and PreparedRequest objects for human-reading goodness,2016-02-09T23:05:14Z,2021-09-08T05:00:57Z,2016-02-10T20:26:21Z,closed,6,,mtj42,True,475,https://github.com/psf/requests/pull/3003
132781456,3004,Durable way to obtain SSLError errno,2016-02-10T18:33:23Z,2025-05-21T00:05:18Z,2024-05-20T14:35:28Z,closed,6,,AlanCoding,False,2297,https://github.com/psf/requests/issues/3004
133051769,3005,Use time.monotonic() for tracking elapsed time where available,2016-02-11T18:30:48Z,2021-09-08T04:01:11Z,2016-04-06T18:56:17Z,closed,5,"Not Ready To Merge,Needs Info",scop,True,0,https://github.com/psf/requests/pull/3005
133149897,3006,requests.exceptions.SSLError: EOF occurred in violation of protocol (_ssl.c:645),2016-02-12T03:30:56Z,2021-09-04T00:06:18Z,2016-08-05T07:52:35Z,closed,77,,caizixian,False,3947,https://github.com/psf/requests/issues/3006
133202073,3007,Add ability to pass CA certificates by fileobj,2016-02-12T10:16:35Z,2021-09-08T13:05:30Z,2016-02-12T13:27:52Z,closed,8,,Kentzo,False,232,https://github.com/psf/requests/issues/3007
133362834,3008,invalid git history,2016-02-12T22:51:09Z,2016-03-09T21:27:22Z,2016-02-13T00:11:32Z,closed,12,,thestinger,False,1171,https://github.com/psf/requests/issues/3008
133365559,3009,"Inspecting 'response.ok' with non-ascii HTTP status ""reason"" content causes UnicodeDecodeError",2016-02-12T23:09:13Z,2021-09-08T16:00:39Z,2016-08-05T00:10:35Z,closed,12,Bug,rene-armida,False,2309,https://github.com/psf/requests/issues/3009
133394357,3010,get_redirect_location return error hostname,2016-02-13T03:39:26Z,2021-09-08T19:00:34Z,2016-02-13T03:56:03Z,closed,4,,jsfs2019,False,1349,https://github.com/psf/requests/issues/3010
133412794,3011,Requests SSL Handshake Failure,2016-02-13T08:00:39Z,2021-09-08T19:00:33Z,2016-02-13T09:04:42Z,closed,5,,wraithseeker,False,4016,https://github.com/psf/requests/issues/3011
133487050,3012,Memory usage,2016-02-14T00:25:05Z,2021-09-08T19:00:33Z,2016-02-14T01:22:20Z,closed,10,,Leo675,False,2362,https://github.com/psf/requests/issues/3012
133534638,3013,"Easy printing of Requests and Responses, two new utils?",2016-02-14T12:25:29Z,2021-09-08T18:00:54Z,2016-04-16T04:06:18Z,closed,12,Feature Request,EmilStenstrom,False,1100,https://github.com/psf/requests/issues/3013
133576032,3014,PreparedRequest.dump(),2016-02-14T20:26:41Z,2021-09-06T00:06:51Z,2016-04-06T19:08:02Z,closed,63,,kennethreitz,True,223,https://github.com/psf/requests/pull/3014
133623869,3015,Ability to set timeout after response,2016-02-15T05:04:00Z,2021-09-08T19:00:33Z,2016-02-15T23:21:51Z,closed,12,,ofek,False,1588,https://github.com/psf/requests/issues/3015
133752844,3016,"""Request.hooks"" and ""Session.hooks"" merged inappropriately.",2016-02-15T16:12:19Z,2021-09-08T19:00:32Z,2016-02-16T09:07:55Z,closed,4,,elonzh,False,458,https://github.com/psf/requests/issues/3016
133979726,3017,Whitepace characters surrounding a URL should be ignored,2016-02-16T13:17:02Z,2021-09-08T19:00:32Z,2016-02-18T22:34:54Z,closed,16,,geckon,False,1219,https://github.com/psf/requests/issues/3017
134293897,3018,"ConnectionError: ('Connection aborted.', error(13, 'Permission denied'))",2016-02-17T14:27:05Z,2021-09-08T01:21:17Z,2016-02-17T14:43:43Z,closed,5,GAE Support,OneSecure,False,2071,https://github.com/psf/requests/issues/3018
134430169,3019,Fix #3017: Whitepace characters surrounding a URL should be ignored,2016-02-17T23:14:54Z,2021-09-08T05:00:56Z,2016-02-18T06:54:36Z,closed,4,,geckon,True,170,https://github.com/psf/requests/pull/3019
134435798,3020,Fix #3017: Whitepace characters surrounding a URL should be ignored,2016-02-17T23:45:37Z,2021-09-08T05:00:56Z,2016-02-18T06:54:01Z,closed,2,,geckon,True,170,https://github.com/psf/requests/pull/3020
134496478,3021,Fix #3017: Whitespace characters surrounding a URL should be ignored,2016-02-18T06:51:32Z,2021-09-08T05:00:55Z,2016-02-18T07:01:41Z,closed,3,,geckon,True,170,https://github.com/psf/requests/pull/3021
134639217,3022,exceptions missing from __init__.py,2016-02-18T17:12:37Z,2021-09-08T18:00:55Z,2016-04-16T04:05:57Z,closed,5,,jtpereyda,False,668,https://github.com/psf/requests/issues/3022
134643102,3023,Add exceptions into __init__.py,2016-02-18T17:28:38Z,2021-09-08T04:01:16Z,2016-02-19T01:49:15Z,closed,9,,jtpereyda,True,97,https://github.com/psf/requests/pull/3023
134818979,3024,Added unit tests for utils module,2016-02-19T09:44:23Z,2021-09-08T04:01:10Z,2016-04-06T19:05:13Z,closed,2,,Stranger6667,True,474,https://github.com/psf/requests/pull/3024
136877478,3025,Proxies not working,2016-02-27T04:28:31Z,2021-09-08T19:00:30Z,2016-02-27T05:36:42Z,closed,7,,Tosible,False,182,https://github.com/psf/requests/issues/3025
137789383,3026,option to enable TCP level keepalive,2016-03-02T06:46:46Z,2021-09-08T19:00:32Z,2016-03-02T07:14:21Z,closed,3,,woosley,False,573,https://github.com/psf/requests/issues/3026
137907812,3027,requests can't make a request to the server it's running on,2016-03-02T15:38:20Z,2016-03-04T15:02:26Z,2016-03-02T15:39:59Z,closed,6,,isc-rsingh,False,488,https://github.com/psf/requests/issues/3027
138167856,3028,"""in"" operation on resp.cookies should not raise CookieConflictError",2016-03-03T12:37:56Z,2021-09-08T18:00:55Z,2016-04-16T04:05:38Z,closed,3,"Bug,Contributor Friendly",trilogysci,False,224,https://github.com/psf/requests/issues/3028
138314104,3029,[MULTIPART-FILE] Content type should always be set,2016-03-03T22:20:14Z,2021-09-08T04:01:15Z,2016-03-04T19:57:56Z,closed,15,"Breaking API Change,Not Ready To Merge,Do Not Merge,Propose Close",vaibhavkaul,True,700,https://github.com/psf/requests/pull/3029
138403878,3030,Strange behaviour in class dict,2016-03-04T07:34:22Z,2016-03-04T15:02:07Z,2016-03-04T08:13:41Z,closed,1,,coveritytest,False,190,https://github.com/psf/requests/issues/3030
138483327,3031,[WinError 10048] Only one usage of each socket address ...,2016-03-04T14:02:15Z,2021-09-08T14:00:29Z,2016-04-16T04:05:20Z,closed,8,"Needs Info,Question/Not a bug",iliakarmanov,False,565,https://github.com/psf/requests/issues/3031
138621807,3032,Changes for #3028,2016-03-05T00:01:21Z,2021-09-08T04:01:15Z,2016-03-06T18:07:59Z,closed,4,,davidsoncasey,True,227,https://github.com/psf/requests/pull/3032
138629976,3033,Moving documentation translation to translating platform,2016-03-05T01:22:38Z,2025-05-21T00:05:17Z,2024-05-20T14:35:32Z,closed,10,Needs BDFL Input,caizixian,False,549,https://github.com/psf/requests/issues/3033
138842401,3034,Support non-ASCII Reason Phrase as per RFC2616,2016-03-06T21:50:37Z,2021-09-08T04:01:14Z,2016-03-09T21:31:41Z,closed,2,"Not Ready To Merge,Do Not Merge",rwe,True,839,https://github.com/psf/requests/pull/3034
138887017,3035,Sending piped stdin results in OSError: [Errno 29] Illegal seek,2016-03-07T04:52:44Z,2021-09-08T19:00:29Z,2016-03-11T13:30:53Z,closed,1,,jkbrzt,False,1957,https://github.com/psf/requests/issues/3035
138918924,3036,Allow for exceptions from tell(),2016-03-07T08:33:52Z,2021-09-08T04:01:13Z,2016-03-11T13:30:53Z,closed,11,,Lukasa,True,405,https://github.com/psf/requests/pull/3036
139087894,3037,using ipv6 with requests ,2016-03-07T20:40:02Z,2021-09-08T19:00:31Z,2016-03-07T20:49:53Z,closed,1,,1a1a11a,False,269,https://github.com/psf/requests/issues/3037
139189046,3038,Order of request headers should be preserved when sent to origin server,2016-03-08T06:04:36Z,2021-08-30T00:06:18Z,2016-04-29T21:47:35Z,closed,20,,davidfstr,False,1255,https://github.com/psf/requests/issues/3038
139213935,3039,Proxy settings not working,2016-03-08T08:43:32Z,2021-09-08T19:00:31Z,2016-03-08T08:54:08Z,closed,14,,alejcas,False,197,https://github.com/psf/requests/issues/3039
139220774,3040,"got response with 'Connection: close', instead of closing connection but still send message body",2016-03-08T09:10:58Z,2021-09-08T19:00:31Z,2016-03-08T09:13:05Z,closed,1,,zjulmh,False,519,https://github.com/psf/requests/issues/3040
139476341,3041,Fix autofunction Reference,2016-03-09T05:02:18Z,2021-09-08T04:01:14Z,2016-03-09T08:59:44Z,closed,1,,bsandrow,True,60,https://github.com/psf/requests/pull/3041
139476640,3042,Fix api.rst References,2016-03-09T05:04:06Z,2021-09-08T04:01:14Z,2016-03-09T05:35:45Z,closed,1,,bsandrow,True,135,https://github.com/psf/requests/pull/3042
